CustomerID,Recency_Asli,Frequency_Asli,Monetary_Asli,Cluster_KMeans,Cluster_Hierarchical,Cluster_DBSCAN,Segmen_KMeans,Segmen_Hierarchical,Segmen_DBSCAN,Recency_scaled,Frequency_scaled,Monetary_scaled
13538,43,7,1280.85,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.034731738315937795,1.0744251947249353,0.4510057770790627
13539,86,3,631.34,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.473972906706051,0.05960546552681911,-0.110574458620723
13544,40,2,276.06,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.0874272207859269,-0.36158277709840037,-0.7663781750252355
13546,12,3,621.09,1,1,0,Champions,Champions,At-Risk Champions,-0.9445401209818783,0.05960546552681911,-0.12356225173892223
13548,96,2,678.16,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.5551626080798789,-0.36158277709840037,-0.05380745432835664
13549,26,7,918.2,1,1,0,Champions,Champions,At-Risk Champions,-0.3991450951625692,1.0744251947249353,0.18671444270334206
13551,319,1,91.80000000000001,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4458454540573504,-0.9552142636712971,-1.63564119227793
13552,66,12,3740.07,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.27905148268373375,1.7852452398084835,1.302212481418634
13555,74,4,4098.88,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.36322052473557237,0.3863044476016776,1.3749984289677935
13557,28,2,584.06,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.3458217546340572,-0.36158277709840037,-0.17233497596303096
13558,6,4,594.52,1,1,0,Champions,Champions,At-Risk Champions,-1.4064729096883222,0.3863044476016776,-0.1582519529085529
13560,7,1,171.42000000000002,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-1.3068305482073614,-0.9552142636712971,-1.143318029754615
13561,216,1,141.85999999999999,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.1560001359755843,-0.9552142636712971,-1.2927810337964576
13562,82,3,1799.33,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.4388506943278125,0.05960546552681911,0.7209474137461429
13563,84,2,777.53,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.45661842083469495,-0.36158277709840037,0.05471321673278554
13564,144,3,1724.67,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.8551557166551218,0.05960546552681911,0.687287045913635
13565,19,2,240.22,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.6230859205766931,-0.36158277709840037,-0.8764675773457568
13566,41,2,856.84,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.06944540468970294,-0.36158277709840037,0.13180979631096945
13568,173,1,187.05,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.9912057503645619,-0.9552142636712971,-1.0743559249977306
13569,17,2,338.62,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.7017069128441668,-0.36158277709840037,-0.6045770057536596
13570,243,1,239.49,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.2435087462334857,-0.9552142636712971,-0.8788762944321337
13571,13,12,2088.94,1,1,0,Champions,Champions,At-Risk Champions,-0.8892400660298114,1.7852452398084835,0.8394932471957269
13572,206,1,1384.25,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.120795057494147,-0.9552142636712971,0.5126577852575862
13573,50,2,290.25,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.07543561088562381,-0.36158277709840037,-0.7266831905144134
13575,23,5,732.0699999999999,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.4870358868672529,0.6532369520997158,0.006897376133282091
13576,10,18,6717.34,1,1,0,Champions,Champions,At-Risk Champions,-1.0691974256329595,2.3408466559766334,1.7675011684364654
13577,25,4,1687.6000000000001,1,1,0,Champions,Champions,At-Risk Champions,-0.4273072773233673,0.3863044476016776,0.6700290622753688
13579,15,2,467.04,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.7895977045488505,-0.36158277709840037,-0.3496868870638643
13581,309,1,118.0,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4221542814287025,-0.9552142636712971,-1.43801084650238
13583,156,1,781.03,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.9144883541766984,-0.9552142636712971,0.05827802818547773
13584,307,1,142.4,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.417324431178634,-0.9552142636712971,-1.2897826869458047
13587,64,1,712.4,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.25643735030730064,-0.9552142636712971,-0.014718356727076921
13588,16,9,2478.95,1,1,0,Champions,Champions,At-Risk Champions,-0.7443590504544844,1.4011241767997944,0.9754735475519632
13589,15,2,379.65,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.7895977045488505,-0.36158277709840037,-0.5139359668371861
13590,11,6,1981.92,1,1,0,Champions,Champions,At-Risk Champions,-1.0042687305257638,0.8789251688960832,0.7977185115782113
13591,65,3,1117.13,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.2678300793656594,0.05960546552681911,0.34240888036043254
13592,36,4,247.95999999999998,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.16402870097223204,0.3863044476016776,-0.8513678078092168
13593,108,5,2011.88,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.642198145526434,0.6532369520997158,0.809636266983983
13594,53,1,396.97,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.11808774849594178,-0.9552142636712971,-0.478573525258025
13596,6,2,664.11,1,1,0,Champions,Champions,At-Risk Champions,-1.4064729096883222,-0.36158277709840037,-0.07042067735126764
13598,47,1,160.04,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.03019695679125805,-0.9552142636712971,-1.1975824872076604
13599,1,21,5149.92,1,1,0,Champions,Champions,At-Risk Champions,-2.341296235524383,2.555485194733606,1.5563692699527893
13600,312,1,219.52,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4293409429987136,-0.9552142636712971,-0.9477713168595662
13601,45,2,693.32,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.0015614215275583125,-0.36158277709840037,-0.036262882979044994
13602,65,1,428.89,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.2678300793656594,-0.9552142636712971,-0.4172581202316251
13603,26,1,164.34,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.3991450951625692,-0.9552142636712971,-1.1766404797483854
13606,29,3,276.75,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.3205241028950956,0.05960546552681911,-0.7644014179713182
13607,40,1,675.51,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.0874272207859269,-0.9552142636712971,-0.05691445040185822
13610,12,7,1082.33,1,1,0,Champions,Champions,At-Risk Champions,-0.9445401209818783,1.0744251947249353,0.3172811718096884
13611,89,3,1154.4,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.49927055844501256,0.05960546552681911,0.3684671680004636
13614,24,4,1585.46,1,1,0,Champions,Champions,At-Risk Champions,-0.45657413660453583,0.3863044476016776,0.6204423037647333
13615,319,1,417.69,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4458454540573504,-0.9552142636712971,-0.4382377931863422
13617,40,3,544.18,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.0874272207859269,0.05960546552681911,-0.22844146187533323
13618,174,1,177.34,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.9954820328900365,-0.9552142636712971,-1.116489235794217
13621,117,1,213.85,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.7013999571250162,-0.9552142636712971,-0.9684726053242696
13623,31,5,727.74,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.27236486089033946,0.6532369520997158,0.0021892672200651744
13626,253,1,257.23,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.2734810184474739,-0.9552142636712971,-0.8223138245988225
13627,59,5,1638.47,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.19670874076341505,0.6532369520997158,0.6465633292321961
13629,23,11,7792.36,1,1,0,Champions,Champions,At-Risk Champions,-0.4870358868672529,1.6680566812978321,1.8854633642184313
13630,5,7,2031.78,1,1,0,Champions,Champions,At-Risk Champions,-1.5215015741842748,1.0744251947249353,0.8174546233201985
13631,100,11,3070.42,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.5853165797205673,1.6680566812978321,1.1454670389130956
13632,25,5,2118.93,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.4273072773233673,0.6532369520997158,0.8508162962849507
13634,33,5,1547.3600000000001,1,1,0,Champions,Champions,At-Risk Champions,-0.22712620679597337,0.6532369520997158,0.6011234206464973
13635,68,1,1071.03,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.30100039615403923,-0.9552142636712971,0.3089479898182049
13636,37,5,949.12,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.14412860809073014,0.6532369520997158,0.21300765860143966
13637,52,3,804.3,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.10413950578058002,0.05960546552681911,0.08158085117379986
13638,16,1,122.64,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.7443590504544844,-0.9552142636712971,-1.407612021776791
13639,74,1,1033.34,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.36322052473557237,-0.9552142636712971,0.2805042894111758
13642,216,1,312.28,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.1560001359755843,-0.9552142636712971,-0.6687353496825562
13643,31,3,519.44,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.27236486089033946,0.05960546552681911,-0.26534972794500694
13644,16,4,2624.26,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.7443590504544844,0.3863044476016776,1.0207265580500757
13645,120,1,252.1,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.7201342279169752,-0.9552142636712971,-0.8382608220948992
13647,10,4,1648.1200000000001,1,1,0,Champions,Champions,At-Risk Champions,-1.0691974256329595,0.3863044476016776,0.651227421044279
13649,257,2,346.6,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.2851407753342434,-0.36158277709840037,-0.5861194204153253
13650,17,6,1836.34,1,1,0,Champions,Champions,At-Risk Champions,-0.7017069128441668,0.8789251688960832,0.7371192388221566
13651,35,2,94.2,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.18447406918565573,-0.36158277709840037,-1.6153491737940402
13652,46,3,1095.08,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.014486707924192927,0.05960546552681911,0.3265799194814927
13654,43,6,2707.33,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.034731738315937795,0.8789251688960832,1.045484125204229
13655,114,2,932.97,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.68218320610311,-0.36158277709840037,0.19938286970544697
13656,165,2,379.65,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.9560835379863235,-0.36158277709840037,-0.5139359668371861
13657,11,2,382.14,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-1.0042687305257638,-0.36158277709840037,-0.508754232056788
13658,10,5,2639.17,1,1,0,Champions,Champions,At-Risk Champions,-1.0691974256329595,0.6532369520997158,1.025227394413082
13659,206,2,1563.0,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.120795057494147,-0.36158277709840037,0.6091106994115904
13662,86,3,881.26,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.473972906706051,0.05960546552681911,0.15411715900227188
13663,179,1,189.47,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.0165034021035235,-0.9552142636712971,-1.0641938893344687
13666,60,3,84.65,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.20904305891646366,0.05960546552681911,-1.6993603926887635
13667,149,1,299.05,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.8804533683940834,-0.9552142636712971,-0.7030264382076223
13668,3,21,6309.83,1,1,0,Champions,Champions,At-Risk Champions,-1.8240633918658722,2.555485194733606,1.7177719702698122
13669,51,2,218.55,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.08992556633514363,-0.36158277709840037,-0.9512747911685989
13670,75,1,349.7,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.37310423556778083,-0.9552142636712971,-0.5790632222709577
13672,301,2,186.39000000000001,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.4026444313479698,-0.36158277709840037,-1.0771500903595037
13673,19,2,387.44,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.6230859205766931,-0.36158277709840037,-0.49783605830824185
13675,151,2,486.82000000000005,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.8903370792262918,-0.36158277709840037,-0.31679094982643785
13678,152,1,232.6,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.895230272225732,-0.9552142636712971,-0.9019776395747704
13680,1,4,3719.12,1,1,0,Champions,Champions,At-Risk Champions,-2.341296235524383,0.3863044476016776,1.297749497396704
13681,18,4,827.83,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.6613614517492411,0.3863044476016776,0.10446915471534864
13682,187,1,59.5,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.048952395241215,-0.9552142636712971,-1.975628239666015
13684,286,1,65.13,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.3646289487086452,-0.9552142636712971,-1.9049140686115797
13685,3,7,3119.44,1,1,0,Champions,Champions,At-Risk Champions,-1.8240633918658722,1.0744251947249353,1.1580507724985487
13686,183,1,72.0,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.0329042657894636,-0.9552142636712971,-1.8263656301039148
13689,63,1,910.0,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.24486798276817118,-0.9552142636712971,0.17959302482976922
13690,59,1,172.25,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.19670874076341505,-0.9552142636712971,-1.1395015277025937
13692,25,3,1488.32,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.4273072773233673,0.05960546552681911,0.5702270629625188
13694,4,50,65039.62,1,1,-1,Champions,Champions,Noise/Outlier,-1.6575516078937147,3.786455156566632,3.5716685184309815
13695,31,15,2504.13,1,1,0,Champions,Champions,At-Risk Champions,-0.27236486089033946,2.0892449239230517,0.9835020685926883
13697,39,1,151.29999999999998,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.10585307691818215,-0.9552142636712971,-1.2419286987570999
13699,155,1,308.58000000000004,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.9097202276752518,-0.9552142636712971,-0.6781773639856262
13700,26,10,2248.63,1,1,0,Champions,Champions,At-Risk Champions,-0.3991450951625692,1.5406654655354899,0.8980093550648969
13703,318,1,99.5,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4435098989158772,-0.9552142636712971,-1.5722925950305504
13704,5,9,2308.06,1,1,0,Champions,Champions,At-Risk Champions,-1.5215015741842748,1.4011241767997944,0.9187316827969073
13705,8,3,711.86,1,1,0,Champions,Champions,At-Risk Champions,-1.2189397565026774,0.05960546552681911,-0.015320144474321841
13706,303,1,330.79,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4075699228848029,-0.9552142636712971,-0.6231141107202913
13707,267,2,806.41,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.3135171700007557,-0.36158277709840037,0.08366042664886221
13708,271,1,285.33,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.3245723241795595,-0.9552142636712971,-0.740222974133453
13709,4,13,6307.650000000001,1,1,0,Champions,Champions,At-Risk Champions,-1.6575516078937147,1.8937448980941993,1.7174973938100961
13710,32,1,180.48,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.24940276429285124,-0.9552142636712971,-1.102618367873036
13711,219,2,252.06,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.1662457329732419,-0.36158277709840037,-0.838386431001051
13712,247,1,228.84,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.2556424974565452,-0.9552142636712971,-0.9148735533787842
13715,281,5,1077.39,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.3515142129228124,0.6532369520997158,0.3136489151630618
13716,269,1,138.28,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.3190652197851211,-0.9552142636712971,-1.312950292513532
13717,32,6,1445.01,1,1,0,Champions,Champions,At-Risk Champions,-0.24940276429285124,0.8789251688960832,0.5467733809886401
13718,246,2,306.55,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.252627506451775,-0.36158277709840037,-0.6834057688286255
13719,15,5,1041.68,1,1,0,Champions,Champions,At-Risk Champions,-0.7895977045488505,0.6532369520997158,0.28688657111158955
13720,117,4,799.9,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.7013999571250162,0.3863044476016776,0.07722671102154786
13721,36,1,524.14,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.16402870097223204,-0.9552142636712971,-0.25820489994165313
13722,132,3,2375.41,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.7906947177453308,0.05960546552681911,0.9415804417024483
13723,217,1,199.85000000000002,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.159430989184945,-0.9552142636712971,-1.022022737788292
13725,50,8,1980.56,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.07543561088562381,1.2468684386726128,0.7971732549457702
13726,39,2,1079.6599999999999,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.10585307691818215,-0.36158277709840037,0.31532005033613947
13727,29,2,333.48,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.3205241028950956,-0.36158277709840037,-0.6166968062671851
13728,37,6,1016.14,1,1,0,Champions,Champions,At-Risk Champions,-0.14412860809073014,0.8789251688960832,0.26717768215696724
13730,136,2,752.6,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.8128062394661227,-0.36158277709840037,0.028848170598586294
13731,219,2,610.59,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.1662457329732419,-0.36158277709840037,-0.13709062336070396
13732,28,1,491.86,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.3458217546340572,-0.9552142636712971,-0.3086222054765994
13735,25,4,2883.54,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.4273072773233673,0.3863044476016776,1.095578371931151
13736,5,2,729.8,1,1,0,Champions,Champions,At-Risk Champions,-1.5215015741842748,-0.36158277709840037,0.004432631341754064
13737,200,1,339.59999999999997,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.0988461440238422,-0.9552142636712971,-0.6022870597494896
13739,18,1,216.9,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.6613614517492411,-0.9552142636712971,-0.9572700211246266
13740,241,1,350.75,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.237367071575486,-0.9552142636712971,-0.576687353393635
13741,72,3,668.4300000000001,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.34305147915390505,0.05960546552681911,-0.065275481257647
13742,17,12,3107.87,1,1,0,Champions,Champions,At-Risk Champions,-0.7017069128441668,1.7852452398084835,1.155098596961018
13743,3,7,1341.6,1,1,0,Champions,Champions,At-Risk Champions,-1.8240633918658722,1.0744251947249353,0.48780459153944095
13744,95,2,1080.52,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.5474298004497687,-0.36158277709840037,0.3159522509179142
13745,162,1,300.04,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.9424744813034064,-0.9552142636712971,-0.7004085906855877
13747,374,1,79.6,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.5641979960247516,-0.9552142636712971,-1.747656442927518
13748,96,5,948.25,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.5551626080798789,0.6532369520997158,0.21227961402377568
13750,54,5,1647.26,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.13178004565621987,0.6532369520997158,0.6508128702758469
13751,288,1,296.25,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.3698109782739254,-0.9552142636712971,-0.7104774793372037
13752,124,6,1175.38,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.7444033346846438,0.8789251688960832,0.38276854625481804
13753,288,1,741.26,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.3698109782739254,-0.9552142636712971,0.016798402518033186
13754,152,2,282.59999999999997,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.895230272225732,-0.36158277709840037,-0.7478366207172088
13755,4,9,2108.06,1,1,0,Champions,Champions,At-Risk Champions,-1.6575516078937147,1.4011241767997944,0.8467308255382222
13756,2,14,5189.52,1,1,0,Champions,Champions,At-Risk Champions,-2.0387344178427855,1.9947556633726906,1.5624557269080694
13758,12,7,3190.55,1,1,0,Champions,Champions,At-Risk Champions,-0.9445401209818783,1.0744251947249353,1.175958109792281
13759,33,2,659.4100000000001,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.22712620679597337,-0.36158277709840037,-0.07605655629300549
13760,54,2,286.79,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.13178004565621987,-0.36158277709840037,-0.7361809455656618
13761,50,2,1070.65,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.07543561088562381,-0.36158277709840037,0.3086662346390374
13762,219,1,306.72,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.1662457329732419,-0.9552142636712971,-0.6829666000522363
13763,63,1,1714.96,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.24486798276817118,-0.9552142636712971,0.682802644649058
13764,71,3,1519.42,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.33275877447285523,0.05960546552681911,0.5866516753586897
13767,2,37,17220.36,1,1,0,Champions,Champions,At-Risk Champions,-2.0387344178427855,3.3556663851747497,2.5155856584235843
13769,2,10,2796.51,1,1,0,Champions,Champions,At-Risk Champions,-2.0387344178427855,1.5406654655354899,1.0712313324160492
13771,64,4,2634.45,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.25643735030730064,0.3863044476016776,1.0238053378489667
13772,34,3,1122.63,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.20549543839914314,0.05960546552681911,0.3463085041219455
13774,82,1,345.0,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.4388506943278125,-0.9552142636712971,-0.5897859899989345
13777,1,33,25977.16,1,1,0,Champions,Champions,At-Risk Champions,-2.341296235524383,3.192823669993736,2.8423026920850267
13778,103,1,178.7,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.6071584099936543,-0.9552142636712971,-1.1104517279017465
13780,7,2,360.01,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-1.3068305482073614,-0.36158277709840037,-0.5560363876452608
13781,251,1,127.84,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.2675821003089163,-0.9552142636712971,-1.3748714663327943
13782,13,6,908.86,1,1,0,Champions,Champions,At-Risk Champions,-0.8892400660298114,0.8789251688960832,0.17859790217058366
13784,10,11,2462.79,1,1,0,Champions,Champions,At-Risk Champions,-1.0691974256329595,1.6680566812978321,0.970277949518717
13786,367,1,230.39999999999998,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.5501371094479746,-0.9552142636712971,-0.9094976982856451
13787,76,2,309.04,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.3828587438616125,-0.36158277709840037,-0.6769973674101675
13790,4,1,348.8,0,1,1,Lost / Churned,Champions,Lost / Churned,-1.6575516078937147,-0.9552142636712971,-0.5811053498551676
13791,128,2,1516.0,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.7679079316757323,-0.36158277709840037,0.5848620187677166
13792,66,2,195.55,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.27905148268373375,-0.36158277709840037,-1.0392218411118108
13798,1,57,37153.85,1,1,-1,Champions,Champions,Noise/Outlier,-2.341296235524383,3.9747606942536606,3.126686511118019
13799,117,2,688.86,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.7013999571250162,-0.36158277709840037,-0.04138432257304742
13800,310,1,558.32,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4245575339360348,-0.9552142636712971,-0.20809187109968758
13801,67,1,324.8,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.2901066368625376,-0.9552142636712971,-0.6375928883187969
13802,139,3,4599.42,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.8289702489178785,0.05960546552681911,1.466543014654887
13803,255,1,277.07,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.2793336700851932,-0.9552142636712971,-0.7634863273185164
13804,31,7,2588.39,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.27236486089033946,1.0744251947249353,1.0097930047879893
13805,52,2,924.6,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.10413950578058002,-0.36158277709840037,0.1922286195351593
13806,64,1,256.38,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.25643735030730064,-0.9552142636712971,-0.8249340958401769
13807,367,1,112.6,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.5501371094479746,-0.9552142636712971,-1.4749179833405097
13808,6,5,1747.66,1,1,0,Champions,Champions,At-Risk Champions,-1.4064729096883222,0.6532369520997158,0.6978047877482623
13809,305,1,155.05,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.412463115884243,-0.9552142636712971,-1.2225975799384774
13810,29,3,1499.01,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.3205241028950956,0.05960546552681911,0.5759110615162265
13811,184,3,814.5,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.0369487703169469,0.05960546552681911,0.09158372383084126
13812,42,3,539.0,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.05188672966437577,0.05960546552681911,-0.2360286270711186
13813,40,4,1366.8600000000001,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.0874272207859269,0.3863044476016776,0.5026178697744145
13814,92,2,1579.12,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.5237386278211207,-0.36158277709840037,0.617259956005184
13815,22,4,4027.36,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.5187942651860693,0.3863044476016776,1.3610125276846379
13816,24,2,571.6700000000001,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.45657413660453583,-0.36158277709840037,-0.18934593751884998
13817,29,2,382.98,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.3205241028950956,-0.36158277709840037,-0.5070137705728709
13819,302,3,1140.35,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.4051112410606752,0.05960546552681911,0.3587438099252699
13821,145,2,385.64,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.8602843228124161,-0.36158277709840037,-0.5015273215516195
13822,6,2,632.0,1,1,0,Champions,Champions,At-Risk Champions,-1.4064729096883222,-0.36158277709840037,-0.10974540045617796
13823,19,2,957.66,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.6230859205766931,-0.36158277709840037,0.22011902663992255
